Acc	Name	Desc	Status
PF03376.17	Adeno_E3B	Adenovirus E3B protein	not_in_edm
PF04834.15	Adeno_E3_14_5	Early E3 14.5 kDa protein	not_in_edm
PF03307.17	Adeno_E3_15_3	Adenovirus 15.3kD protein in E3 region	not_in_edm
PF02440.18	Adeno_E3_CR1	Adenovirus E3 region protein CR1	not_in_edm
PF02439.18	Adeno_E3_CR2	Adenovirus E3 region protein CR2	not_in_edm
PF05385.14	Adeno_E4	Mastadenovirus early E4 13 kDa protein	not_in_edm
PF04528.16	Adeno_E4_34	Adenovirus early E4 34 kDa protein conserved region	not_in_edm
PF06931.14	Adeno_E4_ORF3	Mastadenovirus E4 ORF3 protein	not_in_edm
PF04881.16	Adeno_GP19K	Adenovirus GP19K	not_in_edm
PF01065.22	Adeno_hexon	Hexon, adenovirus major coat protein, N-terminal domain	not_in_edm
PF03678.17	Adeno_hexon_C	Hexon, adenovirus major coat protein, C-terminal domain	not_in_edm
PF02456.18	Adeno_IVa2	Adenovirus IVa2 protein	not_in_edm
PF00541.20	Adeno_knob	Adenoviral fibre protein (knob domain)	not_in_edm
PF11081.11	Adeno_L433K_22K	Adenovirus L4-33K/L4-22K	not_in_edm
PF01686.20	Adeno_Penton_B	Adenovirus penton base protein	not_in_edm
PF03955.17	Adeno_PIX	Adenovirus hexon-associated protein (IX)	not_in_edm
PF03910.16	Adeno_PV	Adenovirus minor core protein PV	not_in_edm
PF01310.21	Adeno_PVIII	Adenovirus hexon associated protein, protein VIII	not_in_edm
PF05829.15	Adeno_PX	Adenovirus late L2 mu core protein (Protein X)	not_in_edm
PF00608.20	Adeno_shaft	Adenoviral fibre protein (repeat/shaft region)	not_in_edm
PF02459.18	Adeno_terminal	Adenoviral DNA terminal protein	not_in_edm
PF03228.17	Adeno_VII	Adenoviral core protein VII	not_in_edm
PF16579.8	AdenylateSensor	Adenylate sensor of SNF1-like protein kinase	not_in_edm
PF01295.21	Adenylate_cycl	Adenylate cyclase, class-I	included
PF00709.24	Adenylsucc_synt	Adenylosuccinate synthetase	included
PF12633.10	Adenyl_cycl_N	Adenylate cyclase NT domain	not_in_bgc
PF04439.15	Adenyl_transf	Streptomycin adenylyltransferase	not_in_edm
PF19582.2	AdeT1_2	Solute-binding protein AdeT 1/2	
PF16812.8	AdHead_fibreRBD	C-terminal head domain of the fowl adenovirus type 1 long fibre	not_in_edm
PF09085.13	Adhes-Ig_like	Adhesion molecule, immunoglobulin-like	not_in_edm
PF04619.15	Adhesin_Dr	Dr-family adhesin	not_in_edm
PF16747.8	Adhesin_E	Surface-adhesin protein E	not_in_edm
PF03257.16	Adhesin_P1_C	Mycoplasma adhesin P1, C-terminal	not_in_edm
PF18652.4	Adhesin_P1_N	Adhesin P1 N-terminal domain	
PF08240.15	ADH_N	Alcohol dehydrogenase GroES-like domain	included
PF16884.8	ADH_N_2	N-terminal domain of oxidoreductase	included
PF13823.9	ADH_N_assoc	Alcohol dehydrogenase GroES-associated	included
PF00106.28	adh_short	short chain dehydrogenase	included
PF13561.9	adh_short_C2	Enoyl-(Acyl carrier protein) reductase	included
PF00107.29	ADH_zinc_N	Zinc-binding dehydrogenase	included
PF13602.9	ADH_zinc_N_2	Zinc-binding dehydrogenase	included
PF02274.20	ADI	Arginine deiminase	included
PF11559.11	ADIP	Afadin- and alpha -actinin-Binding	not_in_edm
PF15202.9	Adipogenin	Adipogenin	not_in_edm
PF06377.14	Adipokin_hormo	Adipokinetic hormone	not_in_edm
PF00406.25	ADK	Adenylate kinase	included
PF05191.17	ADK_lid	Adenylate kinase, active site lid	included
PF19627.2	ADNP_N	Activity-dependent neuroprotector homeobox protein N-terminal	
PF05221.20	AdoHcyase	S-adenosyl-L-homocysteine hydrolase	included
PF00670.24	AdoHcyase_NAD	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	included
PF08132.14	AdoMetDC_leader	S-adenosyl-l-methionine decarboxylase leader peptide	not_in_edm
PF02675.18	AdoMet_dc	S-adenosylmethionine decarboxylase	included
PF07757.16	AdoMet_MTase	Predicted AdoMet-dependent methyltransferase	included
PF01941.22	AdoMet_Synthase	S-adenosylmethionine synthetase (AdoMet synthetase)	included
PF03496.17	ADPrib_exo_Tox	ADP-ribosyltransferase exoenzyme	included
PF18648.4	ADPRTs_Tse2	Tse2 ADP-ribosyltransferase toxins	
PF04587.18	ADP_PFK_GK	ADP-specific Phosphofructokinase/Glucokinase conserved region	included
PF03747.17	ADP_ribosyl_GH	ADP-ribosylglycohydrolase	included
PF10397.12	ADSL_C	Adenylosuccinate lyase C-terminus	included
PF20032.2	ADYC	ADYC domain	
PF08509.14	Ad_cyc_g-alpha	Adenylate cyclase G-alpha binding domain	included
PF16701.8	Ad_Cy_reg	Adenylate cyclase regulatory domain	not_in_edm
PF06355.16	Aegerolysin	Aegerolysin	not_in_edm
PF17049.8	AEP1	ATPase expression protein 1	not_in_edm
PF01117.23	Aerolysin	Aerolysin toxin	not_in_edm
PF05110.16	AF-4	AF-4 proto-oncoprotein N-terminal region	not_in_edm
PF18876.3	AF-4_C	AF-4 proto-oncoprotein C-terminal region	
PF14591.9	AF0941-like	AF0941-like	not_in_edm
PF01954.19	AF2212-like	AF2212-like	not_in_edm
PF14556.9	AF2331-like	AF2331-like	not_in_edm
PF18875.3	AF4_int	AF4 interaction motif	
PF05775.15	AfaD	Enterobacteria AfaD invasin protein	not_in_edm
PF15339.9	Afaf	Acrosome formation-associated factor	not_in_edm
PF03969.19	AFG1_ATPase	AFG1-like ATPase	not_in_edm
PF07792.15	Afi1	Docking domain of Afi1 for Arf3 in vesicle trafficking	not_in_edm
PF08493.13	AflR	Aflatoxin regulatory protein	not_in_edm
PF01314.21	AFOR_C	Aldehyde ferredoxin oxidoreductase, domains 2 & 3	included
PF02730.18	AFOR_N	Aldehyde ferredoxin oxidoreductase, N-terminal domain	not_in_bgc
PF02420.18	AFP	Insect antifreeze protein repeat	not_in_edm
PF18815.4	AFP_2	Bacterial antifreeze protein repeat	
PF03756.16	AfsA	A-factor biosynthesis hotdog domain	included
PF08731.14	AFT	Transcription factor AFT	not_in_edm
PF11786.11	Aft1_HRA	Aft1 HRA domain	not_in_edm
PF11787.11	Aft1_HRR	Aft1 HRR domain	not_in_edm
PF11785.11	Aft1_OSA	Aft1 osmotic stress response (OSM) domain	not_in_edm
PF12249.11	AftA_C	Arabinofuranosyltransferase A C terminal	included
PF12250.11	AftA_N	Arabinofuranosyltransferase N terminal	included
PF04671.15	Ag332	Erythrocyte membrane-associated giant protein antigen 332	not_in_edm
PF17366.5	AGA2	A-agglutinin-binding subunit Aga2	not_in_edm
PF17992.4	Agarase_CBM	Agarase CBM like domain	
PF05641.15	Agenet	Agenet domain	not_in_edm
PF07468.14	Agglutinin	Agglutinin domain	not_in_edm
PF18021.4	Agglutinin_C	Agglutinin C-terminal	
PF17558.5	AGH	Androgenic gland hormone	not_in_edm
PF17998.4	AgI_II_C2	Cell surface antigen I/II C2 terminal domain	
PF19712.2	AGK_C	Acylglycerol kinase C-terminal	
PF18079.4	AglB_L1	Archaeal glycosylation protein B long peripheral domain	
PF16338.8	AGL_N	Alpha-glucosidase, N-terminal	not_in_edm
PF09171.13	AGOG	N-glycosylase/DNA lyase	not_in_bgc
PF05039.15	Agouti	Agouti protein	not_in_edm
PF10427.12	Ago_hook	Argonaute hook	not_in_edm
PF18236.4	AGO_N	Argonaute N domain	
PF18351.4	Ago_N_1	Fungal Argonaute N-terminal domain	
PF06376.15	AGP	Arabinogalactan peptide	not_in_edm
PF18723.4	aGPT-Pplase1	alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 1	
PF18724.4	aGPT-Pplase2	Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 2	
PF18746.4	aGPT-Pplase3	Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 3	
PF04647.18	AgrB	Accessory gene regulator B	not_in_edm
PF19188.3	AGRB_N	Adhesion GPCR B N-terminal region	
PF05931.14	AgrD	Staphylococcal AgrD protein	not_in_edm
PF04730.15	Agro_virD5	Agrobacterium VirD5 protein	not_in_edm
PF18134.4	AGS_C	Adenylyl/Guanylyl and SMODS C-terminal sensor domain	
PF11440.11	AGT	DNA alpha-glucosyltransferase	not_in_bgc
PF06396.14	AGTRAP	Angiotensin II, type I receptor-associated protein (AGTRAP)	not_in_edm
PF09229.14	Aha1_N	Activator of Hsp90 ATPase, N-terminal	not_in_edm
PF17793.4	AHD	ANC1 homology domain (AHD)	
PF14412.9	AHH	A nuclease family of the HNH/ENDO VII superfamily with conserved AHH	not_in_edm
PF18743.4	AHJR-like	REase_AHJR-like	
PF17327.5	AHL_synthase	Acyl homoserine lactone synthase	not_in_edm
PF00578.24	AhpC-TSA	AhpC/TSA family	included
PF13911.9	AhpC-TSA_2	AhpC/TSA antioxidant enzyme	not_in_edm
PF08327.14	AHSA1	Activator of Hsp90 ATPase homolog 1-like protein	not_in_edm
PF09236.13	AHSP	Alpha-haemoglobin stabilising protein	not_in_edm
PF01594.19	AI-2E_transport	AI-2E family transporter	not_in_edm
PF15334.9	AIB	Aurora kinase A and ninein interacting protein	not_in_edm
PF01808.21	AICARFT_IMPCHas	AICARFT/IMPCHase bienzyme	included
PF18767.4	AID	Activation induced deaminase	
PF16168.8	AIDA	Adhesin of bacterial autotransporter system, probable stalk	not_in_edm
PF14186.9	Aida_C2	Axin interactor dorsalisation-associated protein, C-terminal	not_in_edm
PF08910.13	Aida_N	Aida N-terminus	not_in_edm
PF18158.4	AidB_N	Adaptive response protein AidB N-terminal domain	
PF14962.9	AIF-MLS	Mitochondria Localisation Sequence	not_in_edm
PF14721.9	AIF_C	Apoptosis-inducing factor, mitochondrion-associated, C-term	not_in_edm
PF04548.19	AIG1	AIG1 family	not_in_edm
PF13772.9	AIG2_2	AIG2-like family	included
PF06316.14	Ail_Lom	Enterobacterial Ail/Lom protein	not_in_edm
PF10315.12	Aim19	Altered inheritance of mitochondria protein 19	not_in_edm
PF11489.11	Aim21	Altered inheritance of mitochondria protein 21	not_in_edm
PF01987.20	AIM24	Mitochondrial biogenesis AIM24	not_in_edm
PF17096.8	AIM3	Altered inheritance of mitochondria protein 3	not_in_edm
PF17050.8	AIM5	Altered inheritance of mitochondria 5	not_in_edm
PF16780.8	AIMP2_LysRS_bd	AIMP2 lysyl-tRNA synthetase binding domain	not_in_edm
PF03915.16	AIP3	Actin interacting protein 3	not_in_edm
PF10592.12	AIPR	AIPR protein	not_in_edm
PF00731.23	AIRC	AIR carboxylase	included
PF00586.27	AIRS	AIR synthase related protein, N-terminal domain	included
PF02769.25	AIRS_C	AIR synthase related protein, C-terminal domain	included
PF15298.9	AJAP1_PANP_C	AJAP1/PANP C-terminus	not_in_edm
PF14469.9	AKAP28	28 kDa A-kinase anchor	not_in_edm
PF15304.9	AKAP2_C	A-kinase anchor protein 2 C-terminus	not_in_edm
PF10469.12	AKAP7_NLS	AKAP7 2'5' RNA ligase-like domain	not_in_edm
PF10470.12	AKAP7_RIRII_bdg	PKA-RI-RII subunit binding domain of A-kinase anchor protein	not_in_edm
PF04988.15	AKAP95	A-kinase anchoring protein 95 (AKAP95)	not_in_edm
PF05716.16	AKAP_110	A-kinase anchor protein 110 kDa (AKAP 110)	not_in_edm
PF12443.11	AKNA	AT-hook-containing transcription factor	not_in_edm
PF00490.24	ALAD	Delta-aminolevulinic acid dehydratase	included
PF01262.24	AlaDh_PNT_C	Alanine dehydrogenase/PNT, C-terminal domain	included
PF05222.18	AlaDh_PNT_N	Alanine dehydrogenase/PNT, N-terminal domain	included
PF06610.16	AlaE	L-alanine exporter	not_in_edm
PF11839.11	Alanine_zipper	Alanine-zipper, major outer membrane lipoprotein	not_in_edm
PF00842.24	Ala_racemase_C	Alanine racemase, C-terminal domain	included
PF01168.23	Ala_racemase_N	Alanine racemase, N-terminal domain	included
PF09135.14	Alb1	Alb1	not_in_edm
PF01918.24	Alba	Alba	manual_discard
PF04326.17	AlbA_2	Putative DNA-binding domain	not_in_edm
PF08027.14	Albumin_I	Albumin I chain b	not_in_edm
PF16720.8	Albumin_I_a	Albumin I chain a	not_in_edm
PF17527.5	ALC	Phage ALC protein	not_in_edm
PF11606.11	AlcCBM31	Family 31 carbohydrate binding protein	not_in_bgc
PF00171.25	Aldedh	Aldehyde dehydrogenase family	included
PF01081.22	Aldolase	KDPG and KHG aldolase	included
PF00596.24	Aldolase_II	Class II Aldolase and Adducin N-terminal domain	included
PF01263.23	Aldose_epim	Aldose 1-epimerase	included
PF00248.24	Aldo_ket_red	Aldo/keto reductase family	included
PF11266.11	Ald_deCOase	Long-chain fatty aldehyde decarbonylase	included
PF01315.25	Ald_Xan_dh_C	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	included
PF03752.16	ALF	Short repeats of unknown function	not_in_edm
PF12165.11	Alfin	Alfin	not_in_edm
PF15924.8	ALG11_N	ALG11 mannosyltransferase N-terminus	not_in_edm
PF08660.14	Alg14	Oligosaccharide biosynthesis protein Alg14 like	not_in_edm
PF05208.16	ALG3	ALG3 protein	included
PF03155.18	Alg6_Alg8	ALG6, ALG8 glycosyltransferase family	included
PF11182.11	AlgF	Alginate O-acetyl transferase AlgF	not_in_edm
PF13372.9	Alginate_exp	Alginate export	not_in_edm
PF05426.15	Alginate_lyase	Alginate lyase	included
PF08787.14	Alginate_lyase2	Alginate lyase	included
PF16822.8	ALGX	SGNH hydrolase-like domain, acetyltransferase AlgX	not_in_edm
PF13949.9	ALIX_LYPXL_bnd	ALIX V-shaped domain binding to HIV	included
PF06029.14	AlkA_N	AlkA N-terminal domain	included
PF09004.13	ALKBH8_N	Alkylated DNA repair protein alkB homolog 8, N-terminal	not_in_bgc
PF14864.9	Alkyl_sulf_C	Alkyl sulfatase C-terminal	included
PF14863.9	Alkyl_sulf_dimr	Alkyl sulfatase dimerisation	not_in_edm
PF00245.23	Alk_phosphatase	Alkaline phosphatase	included
PF03561.18	Allantoicase	Allantoicase repeat	included
PF05953.15	Allatostatin	Allatostatin	not_in_edm
PF06351.14	Allene_ox_cyc	Allene oxide cyclase	not_in_bgc
PF05549.14	Allexi_40kDa	Allexivirus 40kDa protein	not_in_edm
PF04864.16	Alliinase_C	Allinase	included
PF15309.9	ALMS_motif	ALMS motif	not_in_edm
PF18727.4	ALMS_repeat	Alstrom syndrome repeat	
PF11744.11	ALMT	Aluminium activated malate transporter	not_in_edm
PF04030.17	ALO	D-arabinono-1,4-lactone oxidase	included
PF04852.15	ALOG_dom	ALOG domain	not_in_edm
PF06401.14	Alpha-2-MRAP_C	Alpha-2-macroglobulin RAP, C-terminal domain	not_in_edm
PF06400.14	Alpha-2-MRAP_N	Alpha-2-macroglobulin RAP, N-terminal domain	not_in_edm
PF00128.27	Alpha-amylase	Alpha amylase, catalytic domain	included
PF02806.21	Alpha-amylase_C	Alpha amylase, C-terminal all-beta domain	included
PF02903.17	Alpha-amylase_N	Alpha amylase, N-terminal ig-like domain	not_in_bgc
PF09071.13	Alpha-amyl_C	Alpha-amylase, C terminal	not_in_bgc
PF07821.15	Alpha-amyl_C2	Alpha-amylase C-terminal beta-sheet domain	included
PF09154.13	Alpha-amy_C_pro	Alpha-amylase C-terminal	included
PF04168.15	Alpha-E	A predicted alpha-helical domain with a conserved ER motif.	not_in_edm
PF14456.9	alpha-hel2	Alpha-helical domain 2	not_in_edm
PF06964.15	Alpha-L-AF_C	Alpha-L-arabinofuranosidase C-terminal domain	included
PF09261.14	Alpha-mann_mid	Alpha mannosidase middle domain	included
PF08829.13	AlphaC_N	Alpha C protein N terminal	not_in_edm
PF17480.5	AlphaC_N2	AlphaC N-terminal domain 2	not_in_edm
PF02883.23	Alpha_adaptinC2	Adaptin C-terminal domain	not_in_edm
PF02296.19	Alpha_adaptin_C	Alpha adaptin AP2, C-terminal domain	not_in_edm
PF01589.19	Alpha_E1_glycop	Alphavirus E1 glycoprotein	not_in_bgc
PF00943.22	Alpha_E2_glycop	Alphavirus E2 glycoprotein	not_in_bgc
PF01563.19	Alpha_E3_glycop	Alphavirus E3 glycoprotein	not_in_bgc
PF03229.16	Alpha_GJ	Alphavirus glycoprotein J	not_in_edm
PF18489.4	Alpha_Helical	Alpha helical domain	
PF02816.21	Alpha_kinase	Alpha-kinase family	included
PF01120.20	Alpha_L_fucos	Alpha-L-fucosidase	included
PF02232.18	Alpha_TIF	Alpha trans-inducing protein (Alpha-TIF)	not_in_edm
PF09608.13	Alph_Pro_TM	Putative transmembrane protein (Alph_Pro_TM)	not_in_edm
PF17989.4	ALP_N	Actin like proteins N terminal domain	
PF15729.8	ALS2CR11	Amyotrophic lateral sclerosis 2 candidate 11	not_in_edm
PF15299.9	ALS2CR8	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8	not_in_edm
PF10369.12	ALS_ss_C	Small subunit of acetolactate synthase	included
PF16541.8	AltA1	Alternaria alternata allergen 1	not_in_edm
PF20080.2	ALTTAQ_rpt	ALTTAQ repeat	
PF11092.11	Alveol-reg_P311	Neuronal protein 3.1 (p311)	not_in_edm
PF02430.18	AMA-1	Apical membrane antigen 1	not_in_edm
PF07344.14	Amastin	Amastin surface glycoprotein	not_in_edm
PF17645.4	Amdase	Arylmalonate decarboxylase	
PF12475.11	Amdo_NSP	Amdovirus non-structural protein	not_in_edm
PF05111.15	Amelin	Ameloblastin precursor (Amelin)	not_in_edm
PF02948.18	Amelogenin	Amelogenin	not_in_edm
PF15757.8	Amelotin	Amelotin	not_in_edm
PF12190.11	amfpi-1	Fungal protease inhibitor	not_in_edm
PF04709.15	AMH_N	Anti-Mullerian hormone, N terminal region	not_in_edm
PF01425.24	Amidase	Amidase	included
PF01510.28	Amidase_2	N-acetylmuramoyl-L-alanine amidase	included
PF01520.21	Amidase_3	N-acetylmuramoyl-L-alanine amidase	included
PF05382.16	Amidase_5	Bacteriophage peptidoglycan hydrolase	not_in_bgc
PF12671.10	Amidase_6	Putative amidase domain	not_in_edm
PF01979.23	Amidohydro_1	Amidohydrolase family	included
PF04909.17	Amidohydro_2	Amidohydrolase	included
PF07969.14	Amidohydro_3	Amidohydrolase family	included
PF12224.11	Amidoligase_2	Putative amidoligase enzyme	not_in_edm
PF09663.13	Amido_AtzD_TrzD	Amidohydrolase ring-opening protein (Amido_AtzD_TrzD)	included
PF11741.11	AMIN	AMIN domain	included
PF10706.12	Aminoglyc_resit	Aminoglycoside-2''-adenylyltransferase	not_in_bgc
PF10023.12	Aminopep	Putative aminopeptidase	not_in_edm
PF00155.24	Aminotran_1_2	Aminotransferase class I and II	included
PF00202.24	Aminotran_3	Aminotransferase class-III	included
PF01063.22	Aminotran_4	Amino-transferase class IV	included
PF00266.22	Aminotran_5	Aminotransferase class-V	included
PF01593.27	Amino_oxidase	Flavin containing amine oxidoreductase	included
PF02293.18	AmiS_UreI	AmiS/UreI family transporter	not_in_edm
PF10997.11	Amj	Alternate to MurJ	not_in_edm
PF01871.20	AMMECR1	AMMECR1	not_in_edm
PF00909.24	Ammonium_transp	Ammonium Transporter Family	not_in_edm
PF14828.9	Amnionless	Amnionless	not_in_edm
PF10423.12	AMNp_N	Bacterial AMP nucleoside phosphorylase N-terminus	included
PF02461.19	AMO	Ammonia monooxygenase	not_in_bgc
PF04896.15	AmoC	Ammonia monooxygenase/methane monooxygenase, subunit C	not_in_edm
PF03782.20	AMOP	AMOP domain	not_in_edm
PF00501.31	AMP-binding	AMP-binding enzyme	included
PF13193.9	AMP-binding_C	AMP-binding enzyme C-terminal domain	included
PF14535.9	AMP-binding_C_2	AMP-binding enzyme C-terminal domain	included
PF17113.8	AmpE	Regulatory signalling modulator protein AmpE	not_in_edm
PF20068.2	Amphi-Trp	Amphi-Trp domain	
PF16561.8	AMPK1_CBM	Glycogen recognition site of AMP-activated protein kinase	not_in_edm
PF04739.18	AMPKBI	5'-AMP-activated protein kinase beta subunit, interaction domain	not_in_edm
PF19326.2	AMP_deaminase	AMP deaminase	
PF05195.19	AMP_N	Aminopeptidase P, N-terminal domain	included
PF09081.13	AMT4_dom_C	Glucan 1,4-alpha-maltotetraohydrolase, domain C	not_in_bgc
PF09094.14	AmyA-A_glucT_m	Alpha-amylase/4-alpha-glucanotransferase, middle domain	not_in_bgc
PF09095.14	AmyA-gluTrfs_C	Alpha-amylase/4-alpha-glucanotransferase, C-terminal	included
PF12859.10	ANAPC1	Anaphase-promoting complex subunit 1 WD40 beta-propeller domain	not_in_edm
PF03256.19	ANAPC10	Anaphase-promoting complex, subunit 10 (APC10)	not_in_edm
PF15243.9	ANAPC15	Anaphase-promoting complex subunit 15	not_in_edm
PF17256.5	ANAPC16	Anaphase-promoting complex, subunit 16	not_in_edm
PF08672.14	ANAPC2	Anaphase promoting complex (APC) subunit 2	not_in_edm
PF12895.10	ANAPC3	Anaphase-promoting complex, cyclosome, subunit 3	not_in_edm
PF12896.10	ANAPC4	Anaphase-promoting complex, cyclosome, subunit 4	not_in_edm
PF12894.10	ANAPC4_WD40	Anaphase-promoting complex subunit 4 WD40 domain	not_in_edm
PF12862.10	ANAPC5	Anaphase-promoting complex subunit 5	not_in_edm
PF04049.16	ANAPC8	Anaphase promoting complex subunit 8 / Cdc23	not_in_edm
PF12856.10	ANAPC9	Anaphase-promoting complex subunit 9	not_in_edm
PF10471.12	ANAPC_CDC26	Anaphase-promoting complex APC subunit CDC26	not_in_edm
PF01821.21	ANATO	Anaphylotoxin-like domain	not_in_edm
PF02166.19	Androgen_recep	Androgen receptor	not_in_edm
PF06369.15	Anemone_cytotox	Sea anemone cytotoxic protein	not_in_edm
PF03139.18	AnfG_VnfG	Vanadium/alternative nitrogenase delta subunit	included
PF09582.13	AnfO_nitrog	Iron only nitrogenase protein AnfO (AnfO_nitrog)	not_in_edm
PF01094.31	ANF_receptor	Receptor family ligand binding region	included
PF19339.2	ANGEL2_N	Protein angel homolog 2 N-terminal	
PF12240.11	Angiomotin_C	Angiomotin C terminal	not_in_edm
PF08174.14	Anillin	Cell division protein anillin	not_in_edm
PF16018.8	Anillin_N	Anillin N-terminus	not_in_edm
PF02520.20	ANIS5_cation-bd	SXP/RAL-2 family protein Ani s 5-like, metal-binding domain	not_in_edm
PF00023.33	Ank	Ankyrin repeat	not_in_edm
PF07260.14	ANKH	Progressive ankylosis protein (ANKH)	not_in_edm
PF18418.4	AnkUBD	Ankyrin ubiquitin-binding domain	
PF12796.10	Ank_2	Ankyrin repeats (3 copies)	auto_discard
PF13606.9	Ank_3	Ankyrin repeat	not_in_edm
PF13637.9	Ank_4	Ankyrin repeats (many copies)	not_in_edm
PF13857.9	Ank_5	Ankyrin repeats (many copies)	not_in_edm
PF03702.17	AnmK	Anhydro-N-acetylmuramic acid kinase	included
PF00191.23	Annexin	Annexin	not_in_edm
PF18411.4	Annexin_like	Annexin-like domain	
PF04547.15	Anoctamin	Calcium-activated chloride channel	not_in_edm
PF16178.8	Anoct_dimer	Dimerisation domain of Ca+-activated chloride-channel, anoctamin	not_in_edm
PF10731.12	Anophelin	Thrombin inhibitor from mosquito	not_in_edm
PF00212.21	ANP	Atrial natriuretic peptide	not_in_edm
PF03452.17	Anp1	Anp1	not_in_edm
PF03374.17	ANT	Phage antirepressor protein KilAC domain	not_in_edm
PF08346.15	AntA	AntA/AntB antirepressor	not_in_edm
PF03861.17	ANTAR	ANTAR domain	manual_discard
PF07651.19	ANTH	ANTH domain	not_in_edm
PF09156.13	Anthrax-tox_M	Anthrax toxin lethal factor, middle domain	not_in_bgc
PF03497.19	Anthrax_toxA	Anthrax toxin LF subunit	not_in_bgc
PF08592.14	Anthrone_oxy	Anthrone oxygenase	included
PF05587.16	Anth_Ig	Anthrax receptor extracellular domain	not_in_edm
PF04715.16	Anth_synt_I_N	Anthranilate synthase component I, N terminal region	included
PF10796.12	Anti-adapt_IraP	Sigma-S stabilisation anti-adaptor protein	not_in_edm
PF11630.11	Anti-LPS-SCYG	Anti-lipopolysaccharide factor/Scygonadin	not_in_edm
PF11043.11	Anti-RecBCD_p2	Bacteriophage P22, anti-RecBCD protein 2	not_in_edm
